"","text","sentiment"
"418","how come you dont have an iphone app still using and making me waste paper","negative"
"419","your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname ","negative"
"420","when will vx use all 6 lga slots instead of 4 today adding aus makes this less likely ","negative"
"421","is helping me step up my game httptcojbmvvha63a","neutral"
"422","i luv ur people and product 1 thing is y do u charge for herbal tea but not black tea im not a caffeine drinker","positive"
"423","thank you see yall soon im excited to see the expansion of destinations spread those wings","positive"
"424","announces new nonstop connecting amp  39 intro httptcoqxnoaqtyn8 httptcojk7qmdfqgf","neutral"
"425","adds austindallas love field route httptcoxwjol55flh httptcoy8aormfkac","neutral"
"426","sad to learn you no longer fly sfo gt phl hope it returns","negative"
"427"," can you tweet me the cancelled flightchng fee for a flight or can i rebook under one of your affiliates if so who are afiliates","neutral"
"428","has the most incredible customer service ive ever experienced so refreshing","positive"
"429","now when will we see virginamerica come to philadelphia phl","neutral"
"430"," am i dreaming did you really just open up a route between dallas and austin and does this mean houston might be next","positive"
"431","omg finally","positive"
"432","to start 5xweekly flights from to on 28apr ","neutral"
"433","nice to see you expanding in texas but dont forget about us here in  i would love to see more flights out of here","neutral"
"434","kinda sucked my earphone jack didnt work on my flight they may want to look into that for future passengers","negative"
"435","very poor experience first computer problem now seat malfunction stuck missing meeting in san diego","negative"
"436","to battle on route 
httptco6rlz0ebk2x via ","neutral"
"437","the dalaus route makes my day","positive"
"438","awesome deals dalaus for only 39 each way httpstcoxcvqxykg49","positive"
"439","i miss the in san jose","neutral"
"440","love it taking on in their backyard consumers win when biz competes","positive"
"441","‚Äã is flying from love to austin now that is most excellent news","positive"
"442","can we make every vx plane with  why should austin be the only one getting nerd love","neutral"
"443","please add more frequency to pdx portland","neutral"
"444","congrats vx on the new route ‚úàÔèˇûâ","positive"
"445","i tried that you offered to charge me an additional 1k for a new ticket or be stranded until thurs 1st time last time","negative"
"446","can u help with flights to get a 2y old battling cancer who needs treatment in ˇáˇá ˇíó ˇûÄ ˇíó","neutral"
"447","never had a bad experience before but this one took the cake now extortion for carry on items as well","negative"
"448","had to spend 5 hours worrying that items in carryon would be brokenstolen since i couldnt carry them on plane or lock bag","negative"
"449","all of group e was told there was no more room in the bins when i got on the plane was room for at least 4 bags in my row","negative"
"450","thanks for making my flight from lax to jfk a nightmare by forcing me to check my carry on bag at the gate 1","negative"
"451","i have lots of flights to book and your site it not working ive been on the phone waiting for over 10 minutes","negative"
"452","i am all about the in flight artisanal cheese and wine pairing","positive"
"453","does virgin america fly direct from seattle to nyc or boston","neutral"
"454","thats classy","positive"
"455","im sure a lot of your and jfklhr flights go a lot faster than with a strong tailwind","positive"
"456","now its just tminus 32 minutes until my elevate a silver upgrade window opens  ˇòÉˇëç","positive"
"457","save some for tomorrow am","neutral"
"458","why is it taking 12 years to fly home to dallas get your shit together","negative"
"459","club virgin is bumping in new york httptcohaqc7gdg7c","neutral"
"460","would have been a rough trip but luckily we were on a flight ","positive"
"461","is that ˇòÅ","neutral"
"462","please come to minneapolis st paul","neutral"
"463","yes fyi  my bff","neutral"
"464","another perfect flight   how come on your planes  the sun visors can stay down  other carriers make you raise them","positive"
"465","nice rt  the man of steel might be faster but we have wifi ‚Äì just saying httptcofgrbpazsix","positive"
"466","i love the dancing little richard cool beans","positive"
"467","i don‚Äôt use passbook  i still love you though lt3  i‚Äôll just use my email in the future","positive"
"468","thanks for the free birthday points yall are all right with me","positive"
"469","do you have an application for ios was looking and only saw virgin mexico  lt3","neutral"
"470","man of steel flies to more cities thoughand with more frequency too","negative"
"471","thanks so much for sharing just added it to my site httptcotsvibtvt8h","positive"
